id,url,title,content
275,https://www.cdrewu.edu/res/RA/ORIC,,
276,https://www.cdrewu.edu/about-cdu/osa,,
277,https://www.cdrewu.edu/facdeve-assess/,,
278,https://www.cdrewu.edu/about-cdu,,
279,https://www.cdrewu.edu/aboutCDU/Historical,,
280,https://www.cdrewu.edu/about-cdu/DrCharlesRDrew,,
281,https://www.cdrewu.edu/about-cdu/FactsFigures,,
282,https://www.cdrewu.edu/about-cdu/WASC,,
283,https://www.cdrewu.edu/about-cdu/WASC,,
284,https://www.cdrewu.edu/about-cdu/gov,,
285,https://www.cdrewu.edu/about-cdu/gov/PresidentOffice,,
286,https://www.cdrewu.edu/about-cdu/gov/EC,,
287,https://www.cdrewu.edu/acad/Provost,,
288,https://www.cdrewu.edu/about-cdu/osa,,
289,https://www.cdrewu.edu/about-cdu/gov/BoT,,
290,https://www.cdrewu.edu/about-cdu/gov/BTMQ,,
291,https://www.cdrewu.edu/about-cdu/gov/BTAO,,
292,https://www.cdrewu.edu/about-cdu/gov/BTAO,,
293,https://www.cdrewu.edu/about-cdu/gov/BTMBazagan,,
294,https://www.cdrewu.edu/about-cdu/gov/BTPC,,
295,https://www.cdrewu.edu/about-cdu/gov/CandaceBondMcKeever,,
296,https://www.cdrewu.edu/about-cdu/gov/BTLGriego,,
297,https://www.cdrewu.edu/about-cdu/gov/HK,,
298,https://www.cdrewu.edu/about-cdu/gov/BTDrVK,,
299,https://www.cdrewu.edu/about-cdu/gov/BTAL,,
300,https://www.cdrewu.edu/about-cdu/gov/JohnMazziotta,,
301,https://www.cdrewu.edu/about-cdu/gov/KathlynMead,,
302,https://www.cdrewu.edu/about-cdu/gov/AmyRichards,,
303,https://www.cdrewu.edu/about-cdu/gov/JamesMRosser,,
304,https://www.cdrewu.edu/about-cdu/gov/3825,,
305,https://www.cdrewu.edu/about-cdu/gov/BTJY,,
306,https://www.cdrewu.edu/about-cdu/gov/CH,,
307,https://www.cdrewu.edu/about-cdu/gov/Tranquada,,
308,https://www.cdrewu.edu/about-cdu/gov/meeting,,
309,https://www.cdrewu.edu/about-cdu/gov/BoC,,
310,https://www.cdrewu.edu/about-cdu/gov/SharedG,,
311,https://www.cdrewu.edu/community,,
312,https://www.cdrewu.edu/res/DrewCARES/,,
313,https://www.cdrewu.edu/community/Clinics/HIV,,
314,https://www.cdrewu.edu/community/Clinics/OASIS,,
315,https://www.cdrewu.edu/community/ClinicalCare/SPEC,,
316,https://www.cdrewu.edu/community/pro/Dolls,,
317,https://www.cdrewu.edu/community/Pipeline,,
318,https://www.cdrewu.edu/giving/,,
319,https://www.cdrewu.edu/giving/WaystoMakeaGift,,
320,https://www.cdrewu.edu/prospective,,
321,https://www.cdrewu.edu/Prospective/Consumer,,
322,https://www.cdrewu.edu/students,,
323,https://www.cdrewu.edu/stu/FERPA,,
324,https://www.cdrewu.edu/stu/Healthinsurance,,
325,https://www.cdrewu.edu/stu/proOffered,,
