ID,TYPE,TYPENAME,CONTENTNAME,PATH,IDPATH,SORT_FIELD,PRIORITY,DEPTH,URL,SITE_CONTENT
480,1,folder,Flash Rotation Articles,flash_rotation_articles,/1/2/506/,8,17,2,flash_rotation_articles,
1080,19,frontpage,The Graduate School-ARCHIVED,the_graduate_school_archived,/1/2/1058/,8,50,2,the_graduate_school_archived,
